date,tmax,tmin,tmed
04/2005,21,15.4,18.2
05/2005,22.1,16.7,19.4
06/2005,23.7,18.9,21.3
07/2005,25.4,20.2,22.8
08/2005,26.5,20.7,23.6
09/2005,26.9,20.7,23.8
10/2005,25,19.7,22.35
11/2005,21.9,16.4,19.15
12/2005,20.7,15.1,17.9
01/2006,18.7,14.1,16.4
02/2006,19,13.8,16.4
03/2006,20.3,14.7,17.5
04/2006,21,15.8,18.4
05/2006,22.2,17.1,19.65
06/2006,23.5,18.7,21.1
07/2006,25.6,20.2,22.9
08/2006,26.6,21.1,23.85
09/2006,28,21.4,24.7
10/2006,26.2,20.2,23.2
11/2006,23.8,18.6,21.2
12/2006,20.9,15.8,18.35
01/2007,20.2,14.7,17.45
02/2007,20.5,15.2,17.85
03/2007,21.1,15.1,18.1
04/2007,20.9,15.5,18.2
05/2007,22.4,16.5,19.45
06/2007,23.3,18.5,20.9
07/2007,25.7,20,22.85
08/2007,26,20.3,23.15
09/2007,25.4,20.3,22.85
10/2007,25.3,19.2,22.25
11/2007,23.6,18.1,20.85
12/2007,21.4,15.6,18.5
01/2008,21.6,16.1,18.85
02/2008,20.9,15.4,18.15
03/2008,20.8,15,17.9
04/2008,22.5,16.2,19.35
05/2008,22.4,17.3,19.85
06/2008,23.9,18.8,21.35
07/2008,25.6,20.2,22.9
08/2008,26.9,20.8,23.85
09/2008,25.7,20.3,23
10/2008,24.5,18.6,21.55
11/2008,22,15.8,18.9
12/2008,20.2,15,17.6
01/2009,19.8,14.4,17.1
02/2009,19.2,13.7,16.45
03/2009,20.4,14.6,17.5
04/2009,20.3,15.1,17.7
05/2009,21.3,16.1,18.7
06/2009,23.7,18.9,21.3
07/2009,25.7,20.7,23.2
08/2009,26.6,21.3,23.95
09/2009,26,20.6,23.3
10/2009,25.8,20.6,23.2
11/2009,23.8,18.5,21.15
12/2009,21.5,16.8,19.15
01/2010,20,15.1,17.55
02/2010,20.2,15.6,17.9
03/2010,19.9,15.2,17.55
04/2010,20.3,15.4,17.85
05/2010,21.91,16.23,19.07
06/2010,23.32,18.08,20.7
07/2010,24.5,20.1,22.3
08/2010,25.6,21,23.3
09/2010,25.8,20.9,23.35
10/2010,25,19.7,22.35
11/2010,23.4,17.8,20.6
12/2010,21,15.9,18.45
01/2011,20.13,14.41,17.27
02/2011,20.38,13.84,17.11
03/2011,19.41,13.05,16.23
04/2011,21.27,15.12,18.19
05/2011,22.24,16.39,19.32
06/2011,23.52,18.19,20.86
07/2011,24.95,19.42,22.18
08/2011,26.25,20.63,23.44
09/2011,26.78,20.59,23.68
10/2011,26.67,20.1,23.39
11/2011,22.92,17.18,20.05
12/2011,21.59,15.32,18.46
01/2012,20.17,14.28,17.23
02/2012,19.23,13.02,16.13
03/2012,20.75,13.94,17.35
04/2012,20.75,14.79,17.77
05/2012,23.3,17.45,20.38
06/2012,25.62,19.96,22.79
07/2012,26.31,20.22,23.26
08/2012,27.31,21.67,24.49
09/2012,27.59,21.97,24.78
10/2012,25.73,20.01,22.87
11/2012,22.24,16.97,19.61
12/2012,21.04,15.72,18.38
01/2013,20.53,15.11,17.82
02/2013,20.46,14.31,17.38
03/2013,20.8,15.2,18
04/2013,22.41,15.9,19.15
05/2013,21.39,16.05,18.72
06/2013,22.61,17.72,20.16
07/2013,24.89,20.13,22.51
08/2013,26.71,20.73,23.72
09/2013,25.79,19.89,22.84
10/2013,24.66,19.1,21.88
11/2013,22.97,17.36,20.17
12/2013,20.77,15.97,18.37
01/2014,20.24,14.97,17.61
02/2014,19.56,13.83,16.7
03/2014,20.29,13.94,17.11
04/2014,20.96,14.88,17.92
05/2014,21.97,16.48,19.22
06/2014,23.5,17.82,20.66
07/2014,24.63,19.3,21.96
08/2014,26.81,20.86,23.83
09/2014,26.39,20.72,23.56
10/2014,26.46,20.36,23.41
11/2014,22.8,17.22,20.01
12/2014,20,14.87,17.44
01/2015,19.8,13.8,16.8
02/2015,18.8,13.3,16.05
03/2015,20.2,13.5,16.85
04/2015,20.1,14.8,17.45
05/2015,22.3,17,19.65
06/2015,22.7,17.7,20.2
07/2015,26.2,21,23.6
08/2015,27,21.4,24.2
09/2015,26.6,21,23.8
10/2015,24.7,19.2,21.95
11/2015,22.8,17.2,20
12/2015,22.3,16.9,19.6
01/2016,21.2,16,18.6
02/2016,20.1,14.5,17.3
03/2016,20,14.1,17.05
04/2016,20.6,15.3,17.95
05/2016,21.3,15.7,18.5
06/2016,24.1,19,21.55
07/2016,25,19.6,22.3
08/2016,28,21.4,24.7
09/2016,26.8,20.8,23.8
10/2016,25,19.2,22.1
11/2016,22.6,16.5,19.55
12/2016,21,16.2,18.6
01/2017,19.9,15,17.45
02/2017,20.1,14.2,17.15
03/2017,20.7,14.5,17.6
04/2017,21.9,16,18.95
05/2017,22.8,17.2,20
06/2017,24.4,19.3,21.85
07/2017,25.7,20,22.85
08/2017,26.7,21,23.85
09/2017,26.7,20.5,23.6
10/2017,26.8,20.5,23.65
11/2017,23.6,18.8,21.2
12/2017,20.9,16,18.45
01/2018,20.8,14.5,17.65
02/2018,18.9,13.5,16.2
03/2018,20.7,15.2,17.95
04/2018,20.8,15.3,18.05
05/2018,21.3,16.1,18.7
06/2018,23,18.4,20.7
07/2018,25,19.7,22.35
08/2018,26.6,20.9,23.75
09/2018,26.4,20.9,23.65
10/2018,25.1,19.2,22.15
11/2018,22.2,16.6,19.4
12/2018,22.2,16.6,19.4
